59108.00 	0.238024 0.016168  0.316468 0.027172 -0.2698997 0.0226678
59109.00 	0.237357 0.016197  0.314850 0.027233 -0.2707951 0.0227216
59110.00 	0.236659 0.016226  0.313242 0.027294 -0.2719242 0.0227753
59111.00 	0.235931 0.016254  0.311646 0.027354 -0.2731059 0.0228290
59112.00 	0.235171 0.016283  0.310061 0.027415 -0.2742245 0.0228826
59113.00 	0.234381 0.016312  0.308489 0.027476 -0.2751614 0.0229362
59114.00 	0.233560 0.016340  0.306929 0.027536 -0.2758751 0.0229897
59115.00 	0.232709 0.016369  0.305383 0.027597 -0.2763211 0.0230432
59116.00 	0.231828 0.016397  0.303851 0.027658 -0.2765462 0.0230966
59117.00 	0.230918 0.016425  0.302332 0.027718 -0.2766856 0.0231500
59118.00 	0.229978 0.016454  0.300829 0.027779 -0.2768451 0.0232034
59119.00 	0.229008 0.016482  0.299340 0.027839 -0.2771479 0.0232567
59120.00 	0.228010 0.016510  0.297867 0.027899 -0.2776562 0.0233100
59121.00 	0.226983 0.016539  0.296410 0.027960 -0.2782940 0.0233633
59122.00 	0.225927 0.016567  0.294970 0.028020 -0.2790272 0.0234165
59123.00 	0.224843 0.016595  0.293546 0.028080 -0.2798362 0.0234697
59124.00 	0.223731 0.016623  0.292140 0.028140 -0.2807081 0.0235228
59125.00 	0.222592 0.016651  0.290752 0.028200 -0.2816129 0.0235759
59126.00 	0.221425 0.016679  0.289382 0.028260 -0.2825221 0.0236289
59127.00 	0.220232 0.016707  0.288030 0.028320 -0.2833642 0.0236819
59128.00 	0.219012 0.016735  0.286698 0.028380 -0.2840563 0.0237349
59129.00 	0.217765 0.016763  0.285385 0.028440 -0.2845890 0.0237878
59130.00 	0.216493 0.016791  0.284092 0.028500 -0.2850023 0.0238407
59131.00 	0.215195 0.016819  0.282819 0.028560 -0.2853329 0.0238935
59132.00 	0.213872 0.016847  0.281567 0.028620 -0.2855650 0.0239463
59133.00 	0.212523 0.016875  0.280336 0.028679 -0.2858228 0.0239991
59134.00 	0.211151 0.016902  0.279126 0.028739 -0.2862629 0.0240518
59135.00 	0.209754 0.016930  0.277939 0.028799 -0.2870524 0.0241045
59136.00 	0.208333 0.016958  0.276774 0.028858 -0.2881929 0.0241572
59137.00 	0.206890 0.016986  0.275631 0.028918 -0.2896620 0.0242098
59138.00 	0.205423 0.017013  0.274511 0.028977 -0.2913635 0.0242624
59139.00 	0.203933 0.017041  0.273415 0.029037 -0.2931566 0.0243149
59140.00 	0.202422 0.017068  0.272342 0.029096 -0.2948707 0.0243674
59141.00 	0.200889 0.017096  0.271293 0.029155 -0.2963559 0.0244199
59142.00 	0.199334 0.017123  0.270269 0.029215 -0.2975859 0.0244723
59143.00 	0.197759 0.017151  0.269269 0.029274 -0.2985650 0.0245247
59144.00 	0.196164 0.017178  0.268295 0.029333 -0.2994140 0.0245770
59145.00 	0.194548 0.017206  0.267345 0.029392 -0.3002153 0.0246293
